title,url,best_date_,claims,country_of_owner,primary_country,secondary_countries,robot_country_codes,language_code
La cocaína no combate el coronavirus,https://www.colombiacheck.com/chequeos/la-cocaina-no-combate-el-coronavirus?page=43,2020-03-16,"[""Cocaína mata el coronavirus""]",CO,CO,[],"[""co""]",es
Romanian conspiracy theory migrates to US amid coronavirus outbreak,https://www.politifact.com/factchecks/2020/mar/06/facebook-posts/romanian-conspiracy-theory-migrates-us-amid-corona/,2020-03-07,"[""The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.\""""]",US,US,[],"[""us""]",en
Es falso que se haya detectado un caso de Coronavirus en Huelva | Newtral,https://www.newtral.es/es-falso-que-se-haya-detectado-un-caso-de-coronavirus-en-huelva/20200204/,2020-02-05,"[""Se ha detectado un caso de Coronavirus en Huelva""]",ES,ES,[],"[""es""]",es
"La Feria Nacional de San Marcos 2020, celebrada en abril en México, no ha sido cancelada por el nuevo coronavirus",https://factual.afp.com/la-feria-nacional-de-san-marcos-2020-celebrada-en-abril-en-mexico-no-ha-sido-cancelada-por-el-nuevo,2020-02-08,"[""La Feria de San Marcos 2020 en México se cancela por coronavirus""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""cn"",""mx"",""uy""]",es
La cocaína no combate el coronavirus,https://colombiacheck.com/chequeos/la-cocaina-no-combate-el-coronavirus,2020-02-18,"[""Cocaína mata el coronavirus""]",CO,CO,[],"[""co""]",es
"En Ibagué no hay casos de Covid-19, la enfermedad producida por coronavirus de Wuhan",https://www.colombiacheck.com/index.php/chequeos/en-ibague-no-hay-casos-de-covid-19-la-enfermedad-producida-por-coronavirus-de-wuhan?page=1,2020-02-29,"[""Se confirmó caso de muerte en Ibagué por coronavirus""]",CO,CO,[],"[""co""]",es
China aún no tiene lista vacuna contra coronavirus (Covid-19),https://colombiacheck.com/index.php/chequeos/china-aun-no-tiene-lista-vacuna-contra-coronavirus-covid-19,2020-03-17,"[""China desarrolló con éxito vacuna contra el coronavirus""]",CO,CO,[],"[""ad"",""es"",""cn"",""co""]",es
Fact Check: Viral Video Alleging Police Crackdown On Suspected COVID-19 Patients Dates Back To September'19,https://thelogicalindian.com/fact-check/viral-video-china-metro-station-covid-19-coronavirus-20210,2020-03-17,"[""Video Shows Chinese Police Cracking Down On Suspected Coronavirus Patients""]",IN,IN,[],"[""in""]",en
Did 'Akira' Predict a 2020 Coronavirus Outbreak?,https://www.truthorfiction.com/did-akira-predict-a-2020-coronavirus-outbreak/?amp,2020-02-29,"[""The 1988 animated film Akira predicted the 2020 Olympics would be in Tokyo, and that a pandemic (Coronavirus) would lead to its cancellation.""]",US,US,[],"[""us""]",en
Can You Get Free Baby Formula During COVID-19 Crisis by Calling the Company?,https://www.snopes.com/fact-check/free-case-of-baby-formula/,2020-03-16,"[""Parents can receive a case of baby formula during the COVID-19 pandemic by calling the number on the back of the company's product.""]",US,US,[],"[""us""]",en
"नहीं, चीनी पीएम ने कोरोनावायरस से बचने के लिए मस्जिद का दौरा नहीं किया",https://hindi.boomlive.in/fake-news/no-the-chinese-pm-did-not-visit-a-mosque-to-protect-himself-from-coronavirus-6771,2020-02-05,"[""चीनी पीएम ने कोरोनावायरस से बचने के लिए मस्जिद का दौरा किया""]",IN,IN,[],"[""in""]",hi
[SALAH] Video “ini di PGC evakuasi pasien COVID 19.”,https://cekfakta.com/focus/3693,2020-03-17,"[""[SALAH] Video “ini di PGC evakuasi pasien COVID 19.”""]",ID,ID,[],"[""id""]",id
"La Feria de San Marcos no se cancela, pero se pospone a junio por el coronavirus",https://www.animalpolitico.com/elsabueso/feria-de-san-marcos-no-cancelada-coronavirus/,2020-02-11,"[""Gobierno de Aguascalientes decidió cancelar la Feria Nacional de San Marcos 2020 debido al coronavirus""]",MX,MX,[],"[""mx""]",es
El titular de un diario con una frase de la canciller boliviana sobre el coronavirus es un montaje,https://factual.afp.com/el-titular-de-un-diario-con-una-frase-de-la-canciller-boliviana-sobre-el-coronavirus-es-un-montaje,2020-03-10,"[""Canciller boliviana dice que no llegará el coronavirus porque no son chinos""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""co"",""es"",""bo"",""mx"",""pe"",""uy"",""ar"",""cl""]",es
Viral image about patents for viruses is misleading,https://fullfact.org/health/us-patents-on-viruses/,2020-02-25,"[""US patent 10130701 is for coronavirus.""]",GB,GB,[],"[""us"",""gb"",""cn""]",en
El gel antibacterial sí ayuda a combatir el coronavirus Covid-19 (pero el jabón es mejor),https://www.colombiacheck.com/chequeos/el-gel-antibacterial-si-ayuda-combatir-el-coronavirus-covid-19-pero-el-jabon-es-mejor?page=8,2020-03-16,"[""https://www.facebook.com/photo.php?fbid=10157128504861048&set=a.74713746047""]",CO,CO,[],"[""co""]",es
Runny nose' and 'sputum production' are also symptoms of COVID-19,https://factly.in/runny-nose-and-sputum-production-are-also-symptoms-of-covid-19/,2020-03-06,"[""Runny nose and coughing sputum suggest that one does not have COVID-19. They are not symptoms of COVID-19""]",IN,IN,[],"[""in""]",en
Staged Car Crash Video Misused To Spread Misinformation About Coronavirus,https://www.boomlive.in/world/staged-car-crash-video-misused-to-spread-misinformation-about-coronavirus-6955,2020-02-21,"[""Car slams vehicle to go past police in Wuhan""]",IN,IN,[],"[""in"",""cn""]",en
क्या शराब पीने से कोरोनोवायरस से बचा जा सकता है?,https://hindi.boomlive.in/fact-check/does-drinking-alcohol-prevent-coronavirus-6965,2020-02-22,"[""शराब पीने से कोरोनावायरस दूर हो सकता है""]",IN,IN,[],"[""in""]",hi
Фейк | Плавание уничтожает коронавирус,https://factcheck.kz/glavnoe-2/fejk-plavanie-unichtozhaet-koronavirus/,2020-03-18,"[""Плавание уничтожает коронавирус""]",KZ,KZ,[],"[""kz"",""cn""]",ru
Un vídeo de otra ciudad china usado para crear alarma sobre el coronavirus | Newtral,https://www.newtral.es/un-video-de-otra-ciudad-china-usado-para-crear-alarma-sobre-el-coronavirus/20200130/,2020-01-30,"[""Vídeo para crear alarma sobre el coronavirus""]",ES,ES,[],"[""us"",""es"",""fr"",""cn"",""hk""]",es
The Facts on Coronavirus Testing,https://www.factcheck.org/2020/03/the-facts-on-coronavirus-testing/,2020-03-11,"[""\""Anybody that wants a test [for COVID-19] can get a test. That’s what the bottom line is. ... Anybody right now and yesterday — anybody that needs a test gets a test. We — they’re there. They have the tests. And the tests are beautiful. Anybody that needs a test gets a test.\"""",""\""[T]hey don't even have a test kit [for COVID-19]. A test kit to determine whether or not someone has the disease.\""""]",US,US,[],"[""us"",""cn""]",en
Video Shows Chinese Policemen Killing Coronavirus Patients? FactCheck,https://www.boomlive.in/fake-news/video-shows-chinese-policemen-killing-coronavirus-patients-factcheck-6885,2020-02-14,"[""Chinese police shooting Coronavirus patients in Wuhan""]",IN,IN,[],"[""cn"",""in""]",en
"No, Raúl Rodolfo Abhuz Khan no creó el coronavirus",https://colombiacheck.com/chequeos/no-raul-rodolfo-abhuz-khan-no-creo-el-coronavirus?page=44,2020-03-17,"[""Raúl Rodolfo Abhuz Khan ingeniero Bioquímico de Karmalah laboratories crea""]",CO,CO,[],"[""co""]",es
Fake Alert: कोरोनावायरस को लेकर वायरल ऑडियो क्लिप डॉ. देवी शेट्टी का नहीं है,https://navbharattimes.indiatimes.com/viral-adda/fake-news-buster/audio-clip-about-coronavirus-falsely-attributed-to-dr-devi-shetty-38158/,2020-03-19,"[""कोरोनावायरस को लेकर वायरल ऑडियो क्लिप डॉ. देवी शेट्टी का नहीं है""]",IN,IN,[],"[""in""]",hi
Did Trump Call Sean Hannity and Tell People with Coronavirus to Go...,https://www.truthorfiction.com/did-trump-call-sean-hannity-and-tell-people-with-coronavirus-to-go-to-work-anyway/,2020-03-06,"[""President Trump called Sean Hannity's show and told people who become infected with COVID-19/coronavirus to go to work.""]",US,US,[],"[""us""]",en
El coronavirus no ha llegado a Cúcuta,https://colombiacheck.com/index.php/chequeos/el-coronavirus-no-ha-llegado-cucuta?page=2,2020-02-02,"[""El coronavirus llega a Cúcuta""]",CO,CO,[],"[""co""]",es
"No, no hay un 'puticlub' en España con 86 casos de coronavirus",https://www.colombiacheck.com/chequeos/no-no-hay-un-puticlub-en-espana-con-86-casos-de-coronavirus?page=1,2020-03-06,"[""En cuarentena Puticlub con 86 clientes tras positivo en Coronavirus""]",CO,CO,[],"[""co"",""es""]",es
Harita Çin'de koronavirüs sebebiyle 50 bin kişi yakıldığını göstermiyor,https://teyit.org/harita-cinde-koronavirus-sebebiyle-50-bin-kisi-yakildigini-gostermiyor/,2020-02-18,"[""İDDİA: Harita Çin’de koronavirüs sebebiyle 50 bin kişi yakıldığının kanıtı.""]",TR,TR,[],"[""cn"",""tr"",""cz"",""it"",""us""]",tr
"Sí, Minsalud confirmó que en Bogotá hay una paciente con Coronavirus (Covid-19)",https://www.colombiacheck.com/chequeos/si-minsalud-confirmo-que-en-bogota-hay-una-paciente-con-coronavirus-covid-19?page=13,2020-03-06,"[""Se confirmó primer caso de coronavirus Covid-19 en Bogotá y en Colombia""]",CO,CO,[],"[""co""]",es
Old Video Shared As Goats Infected With COVID-19 In Ajmer,https://www.boomlive.in/fake-news/old-video-shared-as-goats-infected-with-covid-19-in-ajmer-7265,2020-03-18,"[""Video shows goats infected with novel Coronavirus in Ajmer, Rajasthan""]",IN,IN,[],"[""in""]",en
"Non, cette vidéo ne montre pas des morts du coronavirus dans une rue en Chine",https://factuel.afp.com/non-cette-video-ne-montre-pas-des-morts-du-coronavirus-dans-une-rue-en-chine,2020-02-21,"[""Cette vidéo montre des sacs de morts liés au coronavirus en Chine""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr"",""cn""]",fr
"This photo has circulated in reports since 2014, after one of Iran’s vice presidents was injured in a traffic accident",https://factcheck.afp.com/photo-has-circulated-reports-2014-after-one-irans-vice-presidents-was-injured-traffic-accident,2020-03-04,"[""Iranian officials visit vice president after she contracted coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""ir"",""in"",""hk"",""cn"",""gb"",""us""]",en
Coronavirus Patented? Why Social Media Posts Are Misleading,https://www.boomlive.in/health/coronavirus-patented-why-social-media-posts-are-misleading-6661,2020-01-25,"[""The Coronavirus is patented by the US""]",IN,IN,[],"[""tw"",""in"",""us"",""gb"",""jp"",""fr"",""cn"",""my"",""th""]",en
No se ha confirmado caso de covid-19 en hospital San Rafael de Bogotá,https://colombiacheck.com/chequeos/no-se-ha-confirmado-caso-de-covid-19-en-hospital-san-rafael-de-bogota?page=18,2020-03-06,"[""Se confirmó primer caso de coronavirus en Bogotá en hospital San Rafael""]",CO,CO,[],"[""co""]",es
Koronavirüs salgını sonrası İran'da protokolün maske taktığı iddiası,https://teyit.org/koronavirus-salgini-sonrasi-iranda-protokolun-maske-taktigi-iddiasi/,2020-02-28,"[""İDDİA: Fotoğraf, koronavirüs salgını sonrası İran protokolünü gösteriyor.""]",TR,TR,[],"[""tr""]",tr
"China seeking court approval to kill 20,000 coronavirus patients?",https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-china-seeking-court-approval-to-kill-20000-coronavirus-patients/articleshow/74002017.cms,2020-02-07,"[""China is seeking court approval to kill 20,000 Coronavirus-infected people there""]",IN,IN,[],"[""sg"",""cn"",""in""]",en
Cuba fabricou vacina contra o novo coronavírus #boato,https://www.boatos.org/saude/cuba-fabricou-vacina-novo-coronavirus.html,2020-03-12,"[""Cuba anuncia que já fabricou a vacina contra o coronavírus HAVANA.""]",BR,BR,[],"[""br""]",pt
"No, no se han suspendido las clases y actividades escolares en Cataluña hasta el 2 de marzo por riesgo de contagio por coronavirus (a 26/02/2020)",https://maldita.es/malditobulo/2020/02/26/suspendido-clases-actividades-escolares-cataluna-2-marzo-riesgo-contagio-coronavirus/,2020-02-27,"[""La Generalitat ha suspendido las clases en Cataluña por riesgo de contagio por coronavirus""]",ES,ES,[],"[""es""]",es
La Covid-19 è davvero «poco più di una normale influenza»?,https://pagellapolitica.it/dichiarazioni/8538/la-covid-19-e-davvero-poco-piu-di-una-normale-influenza,2020-02-27,"[""La Covid-19 è davvero «poco più di una normale influenza»?""]",IT,IT,[],"[""cn"",""us"",""it""]",it
Alho com água fervida cura o novo coronavírus #boato,https://www.boatos.org/saude/alho-agua-fervida-cura-novo-coronavirus.html,2020-03-16,"[""\""Boas notícias! O Wuhan CORONA VIRUS pode ser curado * com uma tigela de água de alho recém-fervida. Um velho médico chinês provou sua eficácia.""]",BR,BR,[],"[""pt"",""br""]",pt
Es falso que “el doctor Gerardo Dovakin” haya descubierto una vacuna contra el coronavirus | Newtral,https://www.newtral.es/es-falso-que-el-doctor-gerardo-dovakin-haya-descubierto-una-vacuna-contra-el-coronavirus/20200228/,2020-02-28,"[""El doctor Gerardo Dovakin ha descubierto una vacuna contra el coronavirus""]",ES,ES,[],"[""ar"",""es""]",es
Audio de Rodolfo Llinás con recomendaciones sobre el Covid-19 es falso,https://www.colombiacheck.com/index.php/chequeos/audio-de-rodolfo-llinas-con-recomendaciones-sobre-el-covid-19-es-falso?page=4,2020-03-17,"[""Recomendaciones de Rodolfo Llinás para identificar el coronavirus""]",CO,CO,[],"[""co""]",es
[Fakta atau Hoaks] Benarkah Informasi Pencegahan Virus Corona Covid-19 Ini Berasal dari UNICEF?,https://cekfakta.tempo.co/fakta/664/fakta-atau-hoaks-benarkah-informasi-pencegahan-virus-corona-covid-19-ini-berasal-dari-unicef,2020-03-11,"[""Sejumlah tips untuk mencegah penularan virus Corona Covid-19 yang diklaim berasal dari UNICEF""]",ID,ID,[],"[""id""]",id
"No, 5 helicópteros de la fuerza aérea no van a pulverizar desinfectante en Cataluña para erradicar el coronavirus - Maldita.es",https://maldita.es/malditobulo/2020/03/19/helicopteros-fumigando-cataluna-coronavirus/,2020-03-19,"[""Esta noche a partir de las 11:00 pm 5 helicópteros de la Fuerza aérea pulverizarán desinfectante como parte del protocolo para erradicar el coronavirus""]",ES,ES,[],"[""es"",""cn""]",es
"SMI, coronavirus y subvenciones al cine: What The Fake? | Newtral",https://www.newtral.es/smi-coronavirus-subvenciones-cine-what-the-fake/20200208/,2020-02-08,"[""Eduardo Casanova cobró un millón de euros en ayudas públicas para hacer su película ‘Pieles’"",""Ganar 13.300 euros al año tras la subida del SMI obliga a hacer declaración de IRPF"",""Imagen de personas cayendo en China por el coronavirus""]",ES,ES,[],"[""de"",""es""]",es
Coronavirus: Warum Busfahrer bei Evakuierten-Transport keine Schutzmasken trugen,https://correctiv.org/faktencheck/medizin-und-gesundheit/2020/02/07/coronavirus-warum-busfahrer-bei-evakuierten-transport-keine-schutzmasken-trugen/,2020-02-08,"[""Fotos von Busfahrern ohne Schutzmasken: Fahren Evakuierte nach Coronavirus-Ausbruch in Krankenhaus""]",DE,DE,[],"[""de""]",de
Video de control de tráfico en China para detectar infectados de Covid-19 es de un simulacro,https://colombiacheck.com/index.php/chequeos/video-de-control-de-trafico-en-china-para-detectar-infectados-de-covid-19-es-de-un,2020-02-29,"[""Video de control de tráfico en China para detectar infectados de Covid-19""]",CO,CO,[],"[""co""]",es
Mock drill video of Chinese SWAT team tackling coronavirus victim viral as real,https://www.altnews.in/mock-drill-video-of-chinese-swat-team-tackling-coronavirus-victim-viral-as-real/,2020-02-28,"[""SWAT teams take down coronavirus suspects on China highway""]",IN,IN,[],"[""in"",""cn""]",en
"No, this photo shows a piece of performance art created by a Chinese artist in 2000",https://factcheck.afp.com/no-photo-shows-piece-performance-art-created-chinese-artist-2000,2020-02-07,"[""Eating infant flesh caused novel coronavirus outbreak""]",FR,US,"[""CA"",""IN"",""AU""]","[""us""]",en
